Rank,PreviousRank,Period,BookID,Title,Subtitle,ISBN,CmdtCode,ReleaseDate,Publisher,Author,Price,SalePrice,DiscountRate,Score,ReviewCount
737,719,2026061020260616,S000213490723,보고 혁명: 현직 팀장들이 검증하는 실무 보고서 작성법,,1169212239,9791169212236,20240614,한빛미디어,이성윤,18000,16200,10.0,9.7,32
738,0,2026061020260616,S000213447953,자바/스프링 개발자를 위한 실용주의 프로그래밍,"객체지향부터 스프링과 테스트까지, 다시 제대로 배우는 애플리케이션 개발",1158395159,9791158395155,20240611,위키북스,김우근,32000,28800,10.0,10.0,20
739,471,2026061020260616,S000213417669,개발자를 위한 필수 수학,기초 수학으로 시작하는 데이터 과학 첫걸음,1169212506,9791169212502,20240603,한빛미디어,토머스 닐드 외,30000,27000,10.0,9.9,34
740,720,2026061020260616,S000213262947,확률론적 머신러닝: 기본편,,1161758208,9791161758206,20240531,에이콘출판,케빈 머피 외,80000,72000,10.0,9.3,7
741,721,2026061020260616,S000213304452,데브옵스 핸드북,"세계 최고 수준의 기민성, 신뢰성, 안정성을 갖춘 기술 조직의 비밀",1161758488,9791161758480,20240531,에이콘출판,진 킴 외,35000,31500,10.0,0.0,0
742,0,2026061020260616,S000213362517,게임 시나리오 기획자를 위한 안내서,"이론과 실무 그리고 포트폴리오까지, 게임 시나리오의 모든 것",1161758518,9791161758510,20240531,에이콘출판,양정윤,26000,23400,10.0,10.0,10
743,0,2026061020260616,S000213436916,엔트리 인공지능 with 햄스터 로봇,,8931476663,9788931476668,20240531,영진닷컴,강윤지 외,18000,16200,10.0,0.0,0
744,0,2026061020260616,S000213326672,C#과 파이썬을 활용한 OpenCV 4 프로그래밍,,1158394861,9791158394868,20240530,위키북스,윤대희,42000,37800,10.0,9.0,3
745,0,2026061020260616,S000213174929,권학봉의 포토샵&라이트룸 클래식 사진보정 강의,,8960306290,9788960306295,20240523,황금부엉이,권학봉,49500,44550,10.0,10.0,4
746,723,2026061020260616,S000213299307,예제가 가득한 챗GPT 프롬프트 길라잡이,한 권으로 끝내는 ChatGPT 입문!,8956749760,9788956749761,20240520,정보문화사,이승우,28000,25200,10.0,10.0,14
747,724,2026061020260616,S000213132839,파워 오토메이트,,8931474679,9788931474671,20240508,영진닷컴,장부관,22000,19800,10.0,8.4,4
748,725,2026061020260616,S000213097092,이모티콘 작가 되기 with 프로크리에이트,,1191553841,9791191553840,20240502,리얼북스,박재이(포르포르),16800,15120,10.0,9.6,28
749,726,2026061020260616,S000213087020,코딩 테스트 합격자 되기(C++ 편),"자료구조, 알고리즘, 빈출 100 문제로 대비하는 코테 풀 패키지",1191905756,9791191905755,20240501,골든래빗(주),박경록,45000,40500,10.0,10.0,14
750,0,2026061020260616,S000213096528,네이버 스마트스토어 시작하기,,1169212433,9791169212434,20240430,한빛미디어,서미진,19800,17820,10.0,9.6,29
751,728,2026061020260616,S000212844801,ISMS-P 인증 실무 가이드,,1161758364,9791161758367,20240424,에이콘출판,연수권 외,35000,31500,10.0,10.0,1
752,0,2026061020260616,S000212847538,포토샵 & 일러스트레이터 100가지 디자인 테크닉,,8931474660,9788931474664,20240408,영진닷컴,쿠스다 사토시 외,22000,19800,10.0,9.8,20
753,732,2026061020260616,S000212758885,블렌더 3D 입문,"블렌더 기초, 모델링, 머티리얼, 애니메이션, 렌더링까지",1158395035,9791158395032,20240327,위키북스,토모 외,28000,25200,10.0,10.0,4
754,472,2026061020260616,S000212773783,2024 국가공인 SQLD 자격검정 핵심노트,출제 경향을 관통하는 핵심 문제와 정확한 해설,119194106X,9791191941067,20240322,디비안(주)(DBian),조시형 외,24000,21600,10.0,7.9,4
755,733,2026061020260616,S000212624896,오토캐드 40시간 완성,,1192520866,9791192520865,20240320,피앤피북,신동진,20000,18000,10.0,10.0,8
756,736,2026061020260616,S000212577153,실무로 통하는 인과추론 with 파이썬,"데이터 분석에서 정책 수립까지, 이론과 사례 연구를 통한 실용적인 학습법",1169212115,9791169212113,20240305,한빛미디어,마테우스 파쿠레 외,38000,34200,10.0,10.0,28
757,0,2026061020260616,S000212576322,코딩 테스트 합격자 되기: 자바 편,,1191905691,9791191905694,20240301,골든래빗(주),김희성 외,42000,37800,10.0,9.8,14
758,474,2026061020260616,S000212571907,음악 믹싱 예술과 기술의 만남,Mixing Music The Balance of Art and Technology,1193879116,9791193879115,20240229,바른북스,박혁,26000,23400,10.0,8.8,2
759,475,2026061020260616,S000212604517,빅라플 ITQ MS 워드 2021,,8959604763,9788959604760,20240226,렉스미디어닷넷,안영선 외,16000,14400,10.0,10.0,3
760,738,2026061020260616,S000212567319,Rocky Linux8로 리눅스마스터 1급 정복하기,,116289119X,9791162891193,20240220,북스홀릭퍼블리싱,정성재 외,40000,36000,10.0,8.2,5
761,739,2026061020260616,S000212380714,IT 세상을 만나는 컴퓨터 개론,,1156640075,9791156640073,20240212,한빛아카데미,조성호,29000,29000,0.0,10.0,12
762,0,2026061020260616,S000212232895,"CAT CAD 실무능력평가 1,2급 AutoCAD",한국생산성본부 공식 인증 교재,8931552076,9788931552072,20240207,성안당,홍성기 외,25000,22500,10.0,8.4,4
763,740,2026061020260616,S000212196544,인공지능 수학 with 파이썬,,1156640164,9791156640165,20240129,한빛아카데미,김종락 외,32000,32000,0.0,10.0,5
764,742,2026061020260616,S000211810918,캡컷(Capcut)으로 트렌디한 영상 제작하기,"틱톡, 유튜브 솔츠, 인스타 릴스",1192991354,9791192991351,20240110,아티오,김수진,12000,10800,10.0,9.2,65
765,743,2026061020260616,S000211780865,MySQL로 배우는 데이터베이스 개론과 실습,,1156640121,9791156640127,20240103,한빛아카데미,박우창 외,30000,30000,0.0,10.0,4
766,744,2026061020260616,S000211650518,데스모스로 수학 수업 만들기,,1191346781,9791191346787,20240101,지오북스,이상민 외,22000,19800,10.0,0.0,0
767,745,2026061020260616,S000211571344,처음 만나는 인공지능,,1192932382,9791192932385,20231213,생능출판,김대수 외,27000,24300,10.0,9.5,5
768,748,2026061020260616,S000211502257,Release의 모든 것,대규모 웹 분산 시스템을 위한 운영 고려 설계,1169211712,9791169211710,20231129,한빛미디어,마이클 나이가드 외,36000,32400,10.0,10.0,19
769,749,2026061020260616,S000211513302,프로덕트: 유저를 사로잡는 서비스 기획의 모든 것,"기획자, PM, CEO를 위한 프로덕트 교과서",1169211739,9791169211734,20231127,한빛미디어,홍석희,22000,19800,10.0,9.7,12
770,750,2026061020260616,S000211177351,실전 피그마,"UI/UX 디자이너, 서비스 기획자를 위한 실무 입문서",1140706861,9791140706860,20231120,길벗,김범용,26000,23400,10.0,9.0,20
771,481,2026061020260616,S000210881884,코딩 테스트 합격자 되기: 파이썬 편,프로그래머스 제공 100문제로 완벽 대비,1191905551,9791191905557,20231115,골든래빗(주),박경록,40000,36000,10.0,9.7,10
772,752,2026061020260616,S000209208966,문제 해결을 위한 알고리즘 with 수학,알고리즘 문제 해결에 꼭 필요한 수학적 지식과 사고력,1158394659,9791158394653,20230926,위키북스,요네다 마사타카 외,42000,37800,10.0,9.1,9
773,0,2026061020260616,S000209345747,"개발자를 위한 실전 선형대수학(파이썬 3.10 버전 대응, 구글 코랩 실습 가능)",데이터 과학과 머신러닝을 위한 선형대수학의 개념와 응용,1169211453,9791169211451,20230925,한빛미디어,마이크 X 코헨 외,28000,25200,10.0,9.9,30
774,753,2026061020260616,S000208953342,만들면서 배우는 생성 AI,"트랜스포머부터 GPT, DALL·E 2, 스테이블 디퓨전, 플라밍고까지",1169211437,9791169211437,20230915,한빛미디어,데이비드 포스터 외,39000,35100,10.0,10.0,19
775,755,2026061020260616,S000208494003,금융 파이썬 완전 정복,,1161757821,9791161757827,20230831,에이콘출판,제임스 마 와이밍 외,40000,36000,10.0,10.0,2
776,756,2026061020260616,S000208490338,로블록스 타워맵 만들기,즐기며 시작하는 첫 로블록스 게임 제작!,8960884332,9788960884335,20230825,디지털북스,노페어(Nofair),23000,20700,10.0,10.0,3
777,482,2026061020260616,S000208490185,오늘날 우리는 컴퓨터라 부른다,"라이프니츠부터 튜링까지, 생각하는 기계의 씨앗을 뿌린 사람들",896626414X,9788966264148,20230825,인사이트,마틴 데이비스 외,20000,18000,10.0,10.0,14
778,0,2026061020260616,S000202855613,된다! 업무 자동화를 위한 구글 앱스 스크립트,2시간에 걸리는 작업을 10초 만에 끝낸다!,1163034851,9791163034858,20230714,이지스퍼블리싱,사카이노 타카요시 외,24000,21600,10.0,9.3,9
779,760,2026061020260616,S000202671443,시스템 소프트웨어 개발을 위한 Arm 아키텍처의 구조와 원리,Armv8-A와 Armv7-A로 배우는 시스템 반도체와 전기자동차 시스템 개발의 핵심,1158394349,9791158394349,20230622,위키북스,김동현,48000,43200,10.0,10.0,7
780,761,2026061020260616,S000202671998,그림으로 배우는 Java Programming Basic,,8931468091,9788931468090,20230620,영진닷컴,타카하시 마나 외,18000,16200,10.0,10.0,9
781,762,2026061020260616,S000202185653,CUDA 기반 GPU 병렬 처리 프로그래밍,기초부터 성능 최적화 전략까지,1165922231,9791165922238,20230525,비제이퍼블릭,김덕수,25000,22500,10.0,10.0,12
782,763,2026061020260616,S000201872389,된다! 엑셀 수식 & 함수,109가지 실무 예제와 함께 배운다!,1163034665,9791163034667,20230515,이지스퍼블리싱,정태호,28000,25200,10.0,9.9,34
783,0,2026061020260616,S000201603021,그림으로 쉽게 이해하는 웹/HTTP/네트워크,풍부한 그림과 다양한 예시로 쉽고 재미있게 배우자!,1158394195,9791158394196,20230427,위키북스,임지영,24000,21600,10.0,9.6,31
784,765,2026061020260616,S000201551646,칼퇴족 김대리는 알고 나만 모르는 SQL,,1193049016,9791193049013,20230420,책밥,김지훈 외,15000,13500,10.0,9.3,9
785,0,2026061020260616,S000201229363,인공지능 로보틱스,,1161756906,9791161756905,20230331,에이콘출판,로빈 R. 머피 외,50000,45000,10.0,10.0,2
786,767,2026061020260616,S000201360014,게임 시스템 디자인 입문,"실무 게임 기획을 위한 게임의 규칙, 밸런싱, 스프레드시트 데이터 체계화",1189909510,9791189909512,20230331,책만,댁스 개저웨이 외,32000,28800,10.0,10.0,5
787,768,2026061020260616,S000201389870,개념탑재 퓨전 360 디자인 모델링,,1192520394,9791192520391,20230331,피앤피북,이예진,22000,19800,10.0,10.0,1
788,0,2026061020260616,S000201233425,AICE 시험 완벽 대비 Basic편,나의 AI 경쟁력,8947548820,9788947548823,20230315,한국경제신문,고영훈 외,28000,25200,10.0,9.8,16
789,490,2026061020260616,S000201141904,CAD로 배우는 배관 도면,"플랜트, 산업·건축설비 배관 도면 작성법",1167640527,9791167640529,20230310,혜지원,이진천,29000,26100,10.0,10.0,1
790,769,2026061020260616,S000201060847,챗GPT와 글쓰기,ChatGPT와 함께하는 AI 글쓰기 실전,1158394233,9791158394233,20230303,위키북스,김철수,18000,16200,10.0,9.8,53
791,770,2026061020260616,S000201015775,지브러시 베이직 클래스,,1186710950,9791186710951,20230201,루비페이퍼,이동후,42000,37800,10.0,10.0,6
792,771,2026061020260616,S000200883848,데이터센터 인사이드 + 아웃,필수인프라설비,1156926432,9791156926436,20230125,문운당,조진균 외,30000,30000,0.0,9.8,14
793,0,2026061020260616,S000200716955,HTML5+CSS3+JavaScript로 배우는 웹프로그래밍 기초,기초부터 반응형 웹까지 초보자도 쉽게 배우는 웹 개발 지침서,1192373138,9791192373133,20230117,인피니티북스,천인국,33000,33000,0.0,10.0,1
794,774,2026061020260616,S000200296794,"회사 실무에 힘을 주는 한글 2022(2010, 2014, 2016(NEO), 2018, 2020 모든 버전 활용 가능)",,8956749191,9788956749198,20221125,정보문화사,김로사,23000,20700,10.0,9.9,9
795,0,2026061020260616,S000200276975,그림으로 이해하는 가상화와 컨테이너,"가상화와 컨테이너, 쉽고 재미있게 시작하자!",1140702157,9791140702152,20221123,길벗,이가라시 타카유키 외,22000,19800,10.0,9.8,15
796,0,2026061020260616,S000061897998,파이썬 기반 금융 인공지능,파이썬과 케라스를 활용한 금융 시계열 데이터 기반 알고리즘 트레이딩전략,1169210309,9791169210300,20220928,한빛미디어,이브 힐피시 외,42000,37800,10.0,9.0,22
797,0,2026061020260616,S000061695657,엑셀 바이블,모든 버전 사용 가능 실무에 최적화된 엑셀 사용서,1169210163,9791169210164,20220831,한빛미디어,최준선,39000,35100,10.0,10.0,12
798,775,2026061020260616,S000061776739,The Art of Game Design(한국어판),,1156000580,9791156000587,20220831,홍릉,제시셀 외,39000,39000,0.0,2.5,1
799,776,2026061020260616,S000061695954,현업 기획자 마이즈가 알려주는 게임 기획 스쿨,기초부터 시작하는 게임 프로젝트 입문서,1191266559,9791191266559,20220830,초록비책공방,김현석,24000,21600,10.0,8.4,2
800,0,2026061020260616,S000061694618,빅데이터 텍스트 분석 기법과 활용,,899972705X,9788999727054,20220830,학지사,정원준,20000,20000,0.0,8.8,2
801,777,2026061020260616,S000061584674,도커 교과서,"설치부터 실전 운영 투입까지, 한 권에 담았다!",1140700944,9791140700943,20220816,길벗,엘튼 스톤맨 외,36000,32400,10.0,9.8,18
802,0,2026061020260616,S000061549872,자바 웹 개발 워크북,성장하는 개발자를 만드는 실무형 로드맵,8965403340,9788965403340,20220804,프리렉,구멍가게 코딩단,35000,31500,10.0,10.0,16
803,0,2026061020260616,S000061696048,오라클 성능 고도화 원리와 해법 2,,1191941051,9791191941050,20220801,디비안(주)(DBian),조시형,49000,49000,0.0,10.0,10
804,780,2026061020260616,S000061696047,오라클 성능 고도화 원리와 해법 1,,1191941043,9791191941043,20220801,디비안(주)(DBian),조시형,39000,39000,0.0,10.0,17
805,781,2026061020260616,S000061353384,구글 앱스 스크립트 완벽 가이드,기본 문법부터 8가지 구글 앱에서 활용하는,1169210015,9791169210010,20220705,한빛미디어,다카하시 노리아키 외,40000,36000,10.0,9.9,14
806,782,2026061020260616,S000061694627,컴퓨터 네트워킹 하향식 접근,,9813350210,9789813350212,20220701,퍼스트북,최종원 외,39000,39000,0.0,10.0,27
807,783,2026061020260616,S000060624898,통계학: 파이썬을 이용한 분석,,1158083580,9791158083588,20220625,자유아카데미,인하대학교 통계학과,32000,32000,0.0,9.0,6
808,784,2026061020260616,S000060625363,로블록스 개발 첫 발자국 떼기,로블록스 공식 가이드,1161756477,9791161756479,20220531,에이콘출판,ROBLOX 외,35000,31500,10.0,10.0,2
809,0,2026061020260616,S000061352645,서비스를 성공시키는 기획자의 비법 노트,서비스 기획 사수의 노하우를 담은 IT 기획의 정석,1165921405,9791165921408,20220530,비제이퍼블릭,조이,27000,24300,10.0,10.0,5
810,0,2026061020260616,S000060622658,컴퓨터 구조 및 설계 RISC-V,하드웨어/소프트웨어 인터페이스,8964214382,9788964214381,20220425,한티미디어,David A. Patterson 외,37000,37000,0.0,10.0,5
811,787,2026061020260616,S000001805113,객체지향 UI 디자인,쓰기 편한 소프트웨어 디자인 원리,1161756248,9791161756240,20220330,에이콘출판,소시오미디어 주식회사 외,30000,27000,10.0,0.0,0
812,0,2026061020260616,S000000938523,구글 광고 하는 여자,초보 구글 애즈 광고주를 위한 맞춤 가이드!,8960883956,9788960883956,20220330,디지털북스,유수정 (디디),17000,15300,10.0,9.3,22
813,788,2026061020260616,S000001948819,솔리드웍스 50시간 완성: 모델링편,NCS기반 3D형상모델링 작업,1191188841,9791191188844,20220325,피앤피북,신동진,20000,18000,10.0,9.8,14
814,789,2026061020260616,S000001952239,Apache Airflow 기반의 데이터 파이프라인,"에어플로 중심의 워크플로 구축에서 커스텀 컴포넌트 개발및 배포,관리까지",1191600688,9791191600681,20220316,제이펍,바스 하렌슬락 외,36000,32400,10.0,10.0,21
815,791,2026061020260616,S000001743852,데이터베이스 개론,,1156645778,9791156645771,20220115,한빛아카데미,김연희,29000,29000,0.0,9.6,30
816,0,2026061020260616,S000001033126,컴파일러 개발자가 들려주는 C 이야기,,8966263313,9788966263318,20220114,인사이트,페터르 판데르린던 외,27000,24300,10.0,9.4,9
817,498,2026061020260616,S000001839323,CDT 코딩창의개발능력 3급: 엔트리,핵심만 쏙쏙 예제는 빵빵,1165711648,9791165711641,20220110,해람북스(구 북스홀릭),해람북스 기획팀,16000,14400,10.0,10.0,18
818,793,2026061020260616,S000001743859,데이터 과학을 위한 파이썬 머신러닝,,1156645859,9791156645856,20220103,한빛아카데미,최성철,30000,30000,0.0,0.0,0
819,794,2026061020260616,S000001810456,당당한 디자인 결정을 위한 9가지 방법,가슴으로 낳은 내 UX 디자인 지켜내는 실전 의사소통 전략,1162244984,9791162244982,20211210,한빛미디어,톰 그리버 외,22000,19800,10.0,10.0,3
820,795,2026061020260616,S000001744151,나는 오렌지로 데이터 분석한다,Orange3로 배우는 인공지능,1156724643,9791156724643,20211201,씨마스,임진숙 외,20000,18000,10.0,10.0,22
821,796,2026061020260616,S000001810448,"스토리텔링 우동이즘의 잘 팔리는 웹툰, 웹소설 이야기 만들기",아마추어 작가와 지망생을 위한 프로 데뷔 노하우!,1162244909,9791162244906,20211115,한빛미디어,우동이즘(이동우),16000,14400,10.0,9.4,42
822,798,2026061020260616,S000001948792,인벤터 50시간 완성: 모델링편,유튜브 무료 동영상 강의 / NCS 3D형상모델링작업,1191188434,9791191188431,20210920,피앤피북,신동진,20000,18000,10.0,9.6,8
823,799,2026061020260616,S000001766482,Real MySQL 8.0 (1권),개발자와 DBA를 위한 MySQL 실전 가이드,1158392702,9791158392703,20210908,위키북스,백은빈 외,30000,27000,10.0,9.9,21
824,800,2026061020260616,S000001805059,피닉스 프로젝트,위기에 빠진 IT 프로젝트를 구하라,1161755624,9791161755625,20210827,에이콘출판,박현철 외,25000,22500,10.0,10.0,7
825,801,2026061020260616,S000001952218,인공지능 1,현대적 접근방식,1191600319,9791191600315,20210825,제이펍,스튜어트 러셀 외,42000,37800,10.0,9.6,17
826,802,2026061020260616,S000001033118,밑바닥부터 만드는 컴파일러 in Go,,8966263178,9788966263172,20210817,인사이트,토르슈텐 발 외,28000,25200,10.0,10.0,8
827,803,2026061020260616,S000001075988,C언어 콘서트(누구나 쉽게 즐기는),,8970504931,9788970504933,20210723,생능출판,천인국,27000,27000,0.0,9.7,7
828,806,2026061020260616,S000001932753,한 권으로 읽는 컴퓨터 구조와 프로그래밍,더 나은 소프트웨어 개발을 위한 하드웨어,1189909286,9791189909284,20210408,책만,조너선 스타인하트 외,35000,31500,10.0,9.2,74
829,0,2026061020260616,S000001834604,"머신 러닝 교과서 with 파이썬, 사이킷런, 텐서플로","머신 러닝, 딥러닝 핵심 알고리즘부터 GAN, 강화 학습까지!",1165215187,9791165215187,20210331,길벗,세바스찬 라시카 외,44000,39600,10.0,9.7,25
830,807,2026061020260616,S000001805011,모두를 위한 리버싱 지침서,리버싱을 통한 어셈블리 언어의 이해,1161755098,9791161755090,20210330,에이콘출판,데니스 유리체프 외,69000,62100,10.0,10.0,5
831,0,2026061020260616,S000001818000,Do it! 첫 코딩 with 파이썬,보통 사람이 알아야 할 프로그래밍 기초,1163032158,9791163032151,20210115,이지스퍼블리싱,정동균,18000,16200,10.0,10.0,49
832,809,2026061020260616,S000001804989,흥미로운 베이지안 통계,"스타워즈, 레고, 러버 덕으로 이해하는 통계와 확률",1161754865,9791161754864,20210104,에이콘출판,윌 커트 외,30000,27000,10.0,9.6,18
833,811,2026061020260616,S000001804970,마이크로카피,UX 디자이너의 글쓰기,1161754660,9791161754666,20201124,에이콘출판,킨너렛 이프라 외,30000,27000,10.0,9.5,6
834,0,2026061020260616,S000001810305,초소형 머신러닝 TinyML,모델 최적화부터 에지 컴퓨팅까지 작고 빠른 딥러닝을 위한 텐서플로라이트,1162243414,9791162243411,20200820,한빛미디어,피트 워든 외,40000,36000,10.0,9.5,12
835,812,2026061020260616,S000001974817,관계형 데이터 모델링 프리미엄 가이드,이론과 실무를 겸비한 최고의 전략서,1196319227,9791196319229,20200810,위즈덤마인드,김기창,37000,33300,10.0,10.0,10
836,0,2026061020260616,S000001075928,디지털 신호처리,,8970504230,9788970504230,20200626,생능출판,하석운,26000,26000,0.0,6.2,6
837,814,2026061020260616,S000001836426,STM32CubeIDE를 이용한 STM32 따라하기,임베디드 개발자를 위한 실습 A to Z,1165392658,9791165392659,20200617,북랩,김남수 외,22000,19800,10.0,10.0,2
838,506,2026061020260616,S000001817969,된다! 유튜브ㆍSNSㆍ콘텐츠 저작권 문제 해결,25년간 저작권을 다뤄온 판사 출신 변호사의 실무 답변 108가지,1163031615,9791163031611,20200515,이지스퍼블리싱,오승종,18000,16200,10.0,9.8,37
839,815,2026061020260616,S000001772604,운영체제와 정보기술의 원리,,1158903588,9791158903589,20200504,이화여자대학교출판문화원,반효경,21000,21000,0.0,9.1,12
840,818,2026061020260616,S000000555424,그림으로 배우는 보안 구조,쉽고 재미있게 배우는 보안 구조 기초 입문서!,8931461976,9788931461978,20200410,영진닷컴,마스이 토시카츠 외,16000,14400,10.0,9.6,14
841,820,2026061020260616,S000001942492,단단한 강화학습,강화학습 기본 개념을 제대로 정리한 인공지능 교과서,1190665174,9791190665179,20200331,제이펍,리처드 서튼 외,35000,31500,10.0,8.3,24
842,821,2026061020260616,S000001826796,엑셀 기초,,1164261002,9791164261000,20200110,아이콕스,지아이에듀테크,11000,9900,10.0,9.4,4
843,822,2026061020260616,S000001980354,국산캐드 캐디안(CADian),AutoCAD의 유일한 대안캐드,1196768501,9791196768508,20190730,유니크,최영석,25000,22500,10.0,7.5,4
844,823,2026061020260616,S000001743716,논문 통계분석,SPSS & AMOS,1156644402,9791156644408,20190228,한빛아카데미,노경섭,28000,28000,0.0,9.9,29
845,824,2026061020260616,S000001916915,심층 학습,,1188621424,9791188621422,20181031,제이펍,이안 굿펠로 외,42000,37800,10.0,7.5,27
846,826,2026061020260616,S000001973303,"카프카, 데이터 플랫폼의 최강자",실시간 비동기 스트리밍 솔루션 Kafka의 기본부터 확장 응용까지,1196203725,9791196203726,20180426,책만,고승범 외,30000,27000,10.0,8.3,10
847,828,2026061020260616,S000001804611,Windows Internals Vol 1,마이크로소프트 윈도우 커널 공식 가이드,1161750940,9791161750941,20180119,에이콘출판,파벨 요시포비치 외,60000,54000,10.0,10.0,9
848,829,2026061020260616,S000001743455,기계 학습,,1156641586,9791156641582,20171205,한빛아카데미,오일석,32000,32000,0.0,9.5,39
849,0,2026061020260616,S000001875085,송쌤의 엔트리 코딩학교,엔트리 개발에 참여한 송쌤과의 즐거운 코팅 공부,1185890645,9791185890647,20170921,제이펍,송상수,18000,16200,10.0,9.6,23
850,831,2026061020260616,S000000833178,초보자를 위한 파이썬(Python) 200제, ,8956747342,9788956747347,20170227,정보문화사,장삼용,20000,18000,10.0,9.3,28
851,0,2026061020260616,S000001875088,"TCP/IP 쉽게, 더 쉽게",명쾌한 설명과 풍부한 그림으로 배우는,118589067X,9791185890678,20160921,제이펍,리브로웍스 외,20000,18000,10.0,9.8,12
852,832,2026061020260616,S000001057705,게임 프로그래밍 패턴,더 빠르고 깔끔한 게임 코드를 구현하는 13가지 디자인 패턴,896848287X,9788968482878,20160601,한빛미디어,로버트 나이스트롬 외,35000,31500,10.0,9.7,9
853,833,2026061020260616,S000000935796,Programming: Principles and Practice Using C++(한국어판),,8960777862,9788960777866,20151130,에이콘출판,비야네 스트롭스트룹 외,60000,54000,10.0,9.4,11
854,834,2026061020260616,S000001607550,IP라우팅(IP Routing),네트워크 초보자부터 ISP의 고급 엔지니어까지 모두를 만족시키는 책,8997030051,9788997030057,20151130,네버스탑,피터 전,38000,34200,10.0,9.0,7
855,0,2026061020260616,S000001962302,Effective C++,이펙티브 C++,119544494X,9791195444946,20150326,프로텍미디어,스콧 마이어스 외,26000,26000,0.0,9.1,29
856,840,2026061020260616,S000001032954,대체 뭐가 문제야,,8966260667,9788966260669,20130125,인사이트,제럴드 M. 와인버그 외,11000,9900,10.0,8.6,11
857,841,2026061020260616,S000001032946,알고리즘 문제 해결 전략 세트,,8966260543,9788966260546,20121101,인사이트,구종만,50000,45000,10.0,9.7,91
858,0,2026061020260616,S000001514402,도메인 주도 설계,소프트웨어의 복잡성을 다루는 지혜,899293985X,9788992939850,20110721,위키북스,에릭 에반스 외,38000,34200,10.0,9.0,14
859,843,2026061020260616,S000001554841,소프트웨어 테스팅 실무,,8994711007,9788994711003,20100915,STA,권원일 외,28000,25200,10.0,9.3,31
860,0,2026061020260616,S000220221624,2027 이기적 ITQ 엑셀 ver.2021,동영상 강의 무료 제공+실습 파일 제공,8931482337,9788931482331,20260702,영진닷컴,영진정보연구소,17000,15300,10.0,0.0,0
861,846,2026061020260616,S000220241028,시뮬라시옹 서사,AI 영상 콘텐츠의 기술미학,1161694048,9791161694047,20260629,팬덤북스,임종수 외,20000,18000,10.0,0.0,0
862,513,2026061020260616,S000220120906,예제가 가득한 챗GPT with 클로드 길라잡이,,1199426172,9791199426177,20260625,정보문화사,이승우,16800,15120,10.0,10.0,3
863,848,2026061020260616,S000220225546,"AI와 유아교사, 새로운 학습 경험의 설계",,1143028627,9791143028624,20260617,커뮤니케이션북스,김민화,12000,12000,0.0,0.0,0
864,0,2026061020260616,S000220151891,메타스플로잇,침투 테스트 실전 가이드,1161759824,9791161759821,20260616,에이콘출판,데이비드 케네디 외,34000,30600,10.0,10.0,1
865,849,2026061020260616,S000220222323,통계학의 이해와 응용 + 엑셀실습,,1158088531,9791158088538,20260615,자유아카데미,안성진 외,38000,38000,0.0,0.0,0
866,518,2026061020260616,S000219999396,QGIS로 배우는 공간데이터 분석 실습,,1162574259,9791162574256,20260615,구미서관,이준호 외,29000,29000,0.0,0.0,0
867,851,2026061020260616,S000220221489,AI를 지배하는 질문의 기술,신인류 프롬프테리안이 제안하는 11가지 핵심 기술,1199840726,9791199840720,20260615,라이징마운틴,최천규,19000,17100,10.0,0.0,0
868,0,2026061020260616,S000220241350,스마트폰 완벽 가이드(2026),스마트폰 활용의 알파와 오메가,1194642810,9791194642817,20260612,디지털콘텐츠그룹,최신만,20000,18000,10.0,0.0,0
869,852,2026061020260616,S000220209361,AI 생애 주기와 법의 재구성,,1143010582,9791143010582,20260612,커뮤니케이션북스,김윤명,12000,12000,0.0,0.0,0
870,853,2026061020260616,S000220176815,"휴먼 AI, 42 이후의 질문",,1143028325,9791143028327,20260611,커뮤니케이션북스,이규택,12000,12000,0.0,0.0,0
871,855,2026061020260616,S000220216584,피지컬 AI 무엇을 하는거지?,,1156928532,9791156928539,20260610,문운당,성창용,30000,30000,0.0,10.0,1
872,523,2026061020260616,S000220161413,파이썬의 도구들,22가지 라이브러리와  REST API로 만드는  9개의 완성품,8931483643,9788931483642,20260610,영진닷컴,정국진,24000,21600,10.0,0.0,0
873,857,2026061020260616,S000220165002,AI와 기관생명윤리위원회(IRB),,1143028082,9791143028082,20260610,커뮤니케이션북스,김영순 외,12000,12000,0.0,0.0,0
874,859,2026061020260616,S000220102340,초보도 바로 되는 AI 콘텐츠,"아이디어부터 성과까지, AI가 도와주는 콘텐츠 제작 입문서",1194548245,9791194548249,20260604,미디어북,이도혜 외,20000,20000,0.0,0.0,0
875,860,2026061020260616,S000220110342,놀이로 만나는 AI,,1143028058,9791143028051,20260604,커뮤니케이션북스,배기형,12000,12000,0.0,0.0,0
876,0,2026061020260616,S000220240616,AI 데이터법의 신지평,,1166845141,9791166845147,20260601,세창출판사,인하대학교 AI·데이터법연구소,48000,48000,0.0,0.0,0
877,861,2026061020260616,S000220108651,AI 숏폼 동영상 구글 플로우 FLOW 비오3 VEO3 유튜브 쇼츠 인스타그램 릴스 틱톡 네이버 클립 인공지능 만들기 제작 책 학원강의 교재보다 좋은 USB 강좌 초보 교육 사용법(USB 강좌),,1160592586,9791160592580,20260601,액션미디어,액션미디어 편집부,39800,35820,10.0,10.0,1
878,0,2026061020260616,S000220151433,IT Implication to Auditing & Attestation,,8964815084,9788964815083,20260601,원,송정선,14000,12600,10.0,0.0,0
